OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
2708,46448,,Cerritos Olympic Swim and Fitness Center,Cerritos Olympic Swim and Fitness Ctr.,Restricted Access,2.909,2.90889246,"Cerritos, City of",City,City Agency,http://www.ci.cerritos.ca.us/,"Cerritos, City of",Special Use,Park < 5 Acres,Yes,Yes,Yes,Good,None,None,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,Local Park,33.87989819,-118.05145048,13150 E 166th St,Cerritos,90703,,,No,126710.848632813,1427.81028137705
2709,46449,,Three Oaks Park,Three Oaks Park,Open Access,0.224,0.22403779,"Covina, City of",City,City Agency,http://www.ci.covina.ca.us/city-departments/parks-a-recreation,"Covina, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.07384063,-117.86489814,3 Park Blvd,Covina,91724,,,No,9759.0478515625,420.534083872438
2710,46450,60522,La Puente Senior Center,La Puente Senior Ctr.,Open Access,0.46,0.45959194,"La Puente, City of",City,City Agency,http://www.lapuente.org/,"La Puente, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.02039408,-117.94870394,16001 Main St,La Puente,91744,,,No,20019.744140625,567.187435764148
2711,46451,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,0.642,0.64211275,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.1129242,-118.44807885,570 W Ave 26 #100,Los Angeles,90077,,,No,27970.318359375,985.650801729569
2712,46452,,River Pocket park,River Pocket Park,Open Access,0.24,0.23975026,"Cudahy, City of",City,City Agency,http://www.cityofcudahy.com/dep/parksandrec.asp,"Cudahy, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.96330525,-118.17208025,Bell Bridge Way,Bell Gardens,90201,,,No,10443.4794921875,697.482561365345
2713,46454,,Truinfo Canyon Open Space,Truinfo Canyon OS,Unknown Access,525.525,525.50620143,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.13112553,-118.78590054,2714 Triunfo Canyon Rd,Agoura Hills,91301,,,No,22890958.5732422,25150.7379413131
2714,46455,,Craftsman Park,Craftsman Park,No Public Access,2.529,2.52909767,"Azusa, City of",City,City Agency,http://www.ci.azusa.ca.us/index.aspx?NID=249,"Azusa, City of",Pocket Park,Park < 5 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.14735503,-117.90245596,414 S Pasadena Ave,Azusa,91702,,,No,110167.055664063,1886.90141922572
2715,46456,,Summit Park,Summit Park,No Public Access,2.289,2.2890233,"Azusa, City of",City,City Agency,http://www.ci.azusa.ca.us/index.aspx?NID=249,"Azusa, City of",Pocket Park,Park < 5 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.14866275,-117.89548284,708 E. Camelia Way,Azusa,91702,<Null>,,No,99709.455078125,2029.27803511887
2716,46457,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,0.478,0.47789965,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.14311001,-118.58857165,,Woodland Hills,91364,,,No,20817.2275390625,738.692785054762
2717,46458,,Promenade Park,Promenade Park,No Public Access,5.893,5.89260147,"Azusa, City of",City,City Agency,http://www.ci.azusa.ca.us/index.aspx?NID=249,"Azusa, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.13861707,-117.89581294,East Promenade,Azusa,91702,,,No,256680.692382813,2231.25854904337
2718,46459,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,4.391,4.39031505,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.24748414,-118.3059564,,Sunland,91040,,,No,191241.358398438,2019.8431599693
2719,46460,,Verdugo Mountains Open Space Preserve,Verdugo Mtns. OSP,Open Access,0.037,0.03726434,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.20477123,-118.23972461,Oakmount View Dr,Glendale,91208,,,No,1623.228515625,181.354380711122
2720,46461,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,16.686,16.6858603,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.10832257,-118.7742281,,Agoura Hills,91301,,,No,726833.169921875,9375.67756254892
2721,46462,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,182.489,182.46502133,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.5097865,-118.64434628,,Castaic,91384,,,No,7948144.56152344,19346.405661535
2722,46463,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,0.223,0.22323444,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.1235458,-118.34620552,570 W Ave 26 #100,Los Angeles,90068,,,No,9724.048828125,595.783568171591
2723,46464,,Maywood Activity Park,Maywood Activity Ctr.,Open Access,2.398,2.3982384,"Maywood, City of",City,City Agency,http://www.cityofmaywood.com/index.php?option=com_content&view=article&id=162&Itemid=69,YMCA of Southeast - Rio Vista,Pocket Park,Park < 5 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.98807124,-118.17824578,4801 E 58th St,Maywood,90270,,,No,104466.846679688,1553.13380839726
2724,46466,,Maywood Riverfront Park,Maywood Riverfront Park,Open Access,5.154,5.15410208,"Maywood, City of",City,City Agency,http://www.cityofmaywood.com/index.php?option=com_content&view=article&id=162&Itemid=69,"Maywood, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.5,0,2,0,0,0,0,0,8,1,0,0,0,0,0,0,1,12,0,0,Local Park,33.98544973,-118.17301642,5000 Slauson Ave,Maywood,90270,,,No,224511.793945313,2097.29361457366
2725,46467,,Benito Juarez Park,Benito Juarez Park,Open Access,0.075,0.07548885,"Maywood, City of",City,City Agency,http://www.cityofmaywood.com/index.php?option=com_content&view=article&id=162&Itemid=69,"Maywood, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,Local Park,33.99043797,-118.20361216,5515 Maywood Ave,Maywood,90270,,,No,3288.2802734375,313.5432187729
2726,46468,,Pine Avenue Park,Pine Avenue Park,Open Access,0.151,0.15147862,"Maywood, City of",City,City Agency,http://www.cityofmaywood.com/index.php?option=com_content&view=article&id=162&Itemid=69,"Maywood, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,33.99263095,-118.18738916,Pine Ave,Maywood,90270,,,No,6598.3828125,447.076111084445
2727,46469,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,18.904,18.90238016,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.28222894,-118.63261612,,Chatsworth,91311,,,No,823384.387695313,5939.56376310236
2728,46470,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,0.207,0.20676865,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.05633132,-118.51866085,,Pacific Palisades,90272,,,No,9006.8076171875,386.162534098673
2729,46471,,Washington Tennis Courts,Washington Tennis Courts,Restricted Access,0.289,0.28870922,San Gabriel Unified School District,Special District,School District,http://www.sgusd.k12.ca.us/,"San Gabriel, City of",Special Use,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Local Park,34.10644593,-118.10220057,801 S Ramona St,San Gabriel,91775,,,No,12576.1240234375,448.64210041398
2730,46472,,San Gabriel Recreation Office,San Gabriel Rec. Office,Restricted Access,0.076,0.07576011,"San Gabriel, City of",City,City Agency,http://www.sangabrielcity.com/,"San Gabriel, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Local Park,34.10220994,-118.11067034,250 S Mission Dr,San Gabriel,91776,,,No,3300.0966796875,231.080131752324
2731,46473,,Roosevelt Tennis Courts,Roosevelt Elementary Tennis Courts,Restricted Access,0.443,0.44283738,San Gabriel Unified School District,Special District,School District,http://www.sgusd.k12.ca.us/,"San Gabriel, City of",Special Use,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Local Park,34.09674465,-118.08566602,801 S Ramona St,San Gabriel,91776,,,No,19289.9169921875,560.122725621953
2732,46474,,Plaza Park,Plaza Park,Open Access,0.884,0.88383608,Archdiocese of Los Angeles,Non Profit,Non Profit - Other,http://www.la-archdiocese.org/Pages/default.aspx,"San Gabriel, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.09653703,-118.10728254,San Gabriel,San Gabriel,91776,,,No,38499.7451171875,910.864424956292
2733,46475,,McKinley Baseball Field,McKinley Baseball Field,Restricted Access,1.14,1.14002852,San Gabriel Unified School District,Special District,School District,http://www.sgusd.k12.ca.us/,"San Gabriel, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Local Park,34.08410421,-118.10157203,1425 Manley Dr,San Gabriel,91776,,,No,49659.443359375,893.87196237577
2734,46476,,San Gabriel Rec Center/Grapevine Arbor Park,Grapevine Arbor Park and Adult Rec. Ctr.,Restricted Access,0.515,0.51473748,"San Gabriel, City of",City,City Agency,http://www.sangabrielcity.com/,"San Gabriel, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,Local Park,34.09783339,-118.10834767,324 S Mission Dr,San Gabriel,91776,,,No,22421.8759765625,725.021132953599
2735,46477,,Unnamed site - Desert and Mountain Conservation Authority, ,Unknown Access,570.184,570.14243286,Desert and Mountain Conservation Authority,State,State Agency,http://www.dmca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.24213504,-118.31451229,,Sunland,91040,,,No,24835305.0234375,71452.011057079
2736,46478,,Arboreta Greenway,Arboreta Greenway,Open Access,4.587,4.5863597,"Glendora, City of",City,City Agency,http://www.ci.glendora.ca.us/departments-services/parks-recreation-senior-services,"Glendora, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Local Park,34.13820492,-117.87711175,,Glendora,91741,,,No,199781.026367188,6319.10927132581
2737,46479,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,2.569,2.56871794,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.13500225,-118.39780184,,Studio City,91604,,,No,111892.904296875,1761.12164013666
2738,46480,,South Hills Wilderness Area,South Hills Wilderness Area,Open Access,291.698,291.68875069,"Glendora, City of",City,City Agency,http://www.ci.glendora.ca.us/departments-services/parks-recreation-senior-services,"Glendora, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.12156739,-117.85313033,701 E Mauna Loa Ave,Glendora,91740,,,No,12705911.1572266,32893.1182789727
2739,46481,,118th Street Mini Park,118th Street Mini Park,Open Access,0.154,0.15412867,"Hawthorne, City of",City,City Agency,http://www.cityofhawthorne.com/,"Hawthorne, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,33.92721977,-118.34086744,12601 Isis Ave,Hawthorne,90250,,,No,6713.8173828125,403.781484747539
2740,46482,,Evergreen Plaza Park,Evergreen Plaza Park,Open Access,0.319,0.31885,Metro Gold Line Foothill Extension Construction Authority,Special District,Transportation Agency,http://www.foothillgoldline.org/about-us/construction-authority/,"Monrovia, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.13482025,-117.99471253,E Evergreen Ave,Monrovia,91016,,,No,13889.05078125,563.631183656092
2741,46483,,Longview Park South,Longview Park South,Open Access,0.837,0.83653716,"Diamond Bar, City of",City,City Agency,http://www.ci.diamond-bar.ca.us/Index.aspx?page=939,"Diamond Bar, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Not Reported,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,33.99221644,-117.79505287,Longview Dr,Diamond Bar,91765,,,No,36439.4140625,766.732721150798
2742,46484,,Washington Park (City of Diamond Bar),Washington Park,Open Access,0.348,0.34820255,"Diamond Bar, City of",City,City Agency,http://www.ci.diamond-bar.ca.us/Index.aspx?page=939,"Diamond Bar, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Present - Good,Present - Good,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.00663279,-117.84187217,,Walnut,91789,,,No,15167.6455078125,491.116703246924
2743,46485,,Stardust,Stardust Park,Open Access,0.982,0.98193045,"Diamond Bar, City of",City,City Agency,http://www.ci.diamond-bar.ca.us/Index.aspx?page=939,"Diamond Bar, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Not Reported,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,33.9973031,-117.79406561,Stardust Dr,Diamond Bar,91765,,,No,42772.7216796875,827.459903745853
2744,46486,,Diamond Canyon Park,Diamond Canyon Park,No Public Access,4.969,4.96937132,"Diamond Bar, City of",City,City Agency,http://www.ci.diamond-bar.ca.us/Index.aspx?page=939,"Diamond Bar, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,33.96683541,-117.84692572,22930 Golden Springs Dr,Diamond Bar,91765,,,No,216464.956054688,3582.04494865605
2745,46487,77096,First Avenue Middle School,First Avenue Middle School (Joint-Use),Restricted Access,3.01,3.0100209,Arcadia Unified School District,Special District,School District,http://site.ausd.net/,"Arcadia, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,Local Park,34.13620747,-118.03052566,301 S. First Ave,Arcadia,91006,<Null>,,No,131115.986328125,1617.51549079657
2746,46488,77090,Baldwin Stocker Elementary School,Baldwin Stocker Elementary School (Joint-Use),Restricted Access,3.79,3.78987764,Arcadia Unified School District,Special District,School District,http://site.ausd.net/,"Arcadia, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Local Park,34.11705741,-118.04688392,422 W. Lemon Avenue,Arcadia,91007,<Null>,,No,165086.41015625,2001.44997045767
2747,46489,47535,Dana Middle School,Dana Middle School (Joint-Use),Restricted Access,6.584,6.58364899,Arcadia Unified School District,Special District,School District,http://site.ausd.net/,"Arcadia, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,Local Park,34.12475387,-118.02979826,1401 South First Avenue,Arcadia,91006,<Null>,,No,286782.602539063,2965.31846562439
2748,46490,48227,Arcadia High School,Arcadia High School (Joint-Use),Restricted Access,13.811,13.81068687,Arcadia Unified School District,Special District,School District,http://site.ausd.net/,"Arcadia, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,8,4,1,1,1,0,0,0,0,1,0,0,2,0,0,0,5,12,1,Local Park,34.13001927,-118.03422804,80 Campus Drive,Arcadia,91007,<Null>,,No,601591.11328125,3508.17256074083
2749,46491,,Highland Oaks Middle School,Highland Oaks Middle School (Joint-Use),Restricted Access,12.833,12.832237,Arcadia Unified School District,Special District,School District,http://site.ausd.net/,"Arcadia, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,None,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Local Park,34.15380059,-118.02378213,10 W. Virginia Rd,Arcadia,91006,<Null>,,No,558970.006835938,3065.23875006819
2750,46492,77095,Longley Way Elementary School,Longley Way Elementary School (Joint-Use),Restricted Access,2.561,2.56071049,Arcadia Unified School District,Special District,School District,http://site.ausd.net/,"Arcadia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Local Park,34.10818863,-118.04188149,2601 Longley Way,Arcadia,91007,<Null>,,No,111544.100585938,1334.97574442808
2751,46493,77094,Hugo Reid Elementary School,Hugo Reid Elementary School (Joint-Use),Restricted Access,2.434,2.43386067,Arcadia Unified School District,Special District,School District,http://site.ausd.net/,"Arcadia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Local Park,34.13687406,-118.06322892,1153 De Anza Place,Arcadia,91007,<Null>,,No,106018.547851563,1326.90259956347
2752,46494,,Bi-Centennial Park,Bi-Centennial Park,Open Access,0.395,0.39498479,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.85697549,-118.393819,Valley Dr,Hermosa Beach,90254,,,No,17205.4658203125,733.068559171353
2753,46495,,Fifth Street & Prospect Avenue Park,Fifth Street & Prospect Avenue Park,Open Access,0.102,0.10202941,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.85845991,-118.38689463,Prospect Ave & 5th St,Hermosa Beach,90254,,,No,4444.3828125,444.234692417139
2754,46496,,Benedict Canyon Open Space,Benedict Canyon OS,Open Access,0.203,0.20279579,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.11043495,-118.43503794,Beverly Hills,Beverly Hills,90210,,,No,8833.7490234375,408.767425844569
2755,46497,,Seaview Parkette,Seaview Parkette,Open Access,0.287,0.28718765,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,33.86954747,-118.39139731,1934 Prospect Ave,Hermosa Beach,90254,,,No,12509.84375,450.135790124596
2756,46498,,Scout Park,Scout Park,Open Access,0.004,0.00376656,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.86578765,-118.38877065,1402 Prospect Ave,Hermosa Beach,90254,,,No,164.0703125,60.7390528187414
2757,46500,,Eighth Street and Valley Drive Green Space,Eighth Street and Valley Drive Green Space,Open Access,0.087,0.0871025,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.85992872,-118.39429391,,Hermosa Beach,90254,,,No,3794.169921875,285.808036330404
2758,46501,,Splash! La Mirada Reg. Aquatic Center,Splash! La Mirada Reg. Aquatic Ctr.,Open Access,10,19.25021123,"La Mirada, City of",City,City Agency,http://www.cityoflamirada.org/index.aspx?page=58,"La Mirada, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,6,1,0,Local Park,33.90533858,-118.00887006,13806 La Mirada Blvd,La Mirada,90638,,,No,838536.587890625,4437.13904219043
2759,46502,,Third Street & Prospect Avenue Park,Third Street & Prospect Avenue Park,Open Access,0.012,0.0120022,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.85817338,-118.38586986,Prospect Ave & 3rd St,Hermosa Beach,90254,,,No,522.814453125,132.705225357958
2760,46503,,Ardmore Park,Ardmore Park,Open Access,0.362,0.36155744,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.85768631,-118.39400776,491 Ardmore Ave,Hermosa Beach,90254,,,No,15749.3798828125,1022.75053168769
2761,46504,,Kay Etow Parkette,Kay Etow Parkette,Open Access,0.067,0.06675585,"Hermosa Beach, City of",City,City Agency,http://www.hermosabch.org/index.aspx?page=115,"Hermosa Beach, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.85320212,-118.39588038,161 Herondo St,Hermosa Beach,90254,,,No,2907.8720703125,223.761389148406
2762,46505,,Skate Park,Skate Park,Open Access,0.246,0.24629213,La Canada Unified School District,Special District,School District,http://lcusd.net/site/default.aspx?PageID=1,"La Canada Flintridge, City of",Special Use,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Local Park,34.20449203,-118.20341469,4490 Cornishon Ave,La Canada Flintridge,91011,,,No,10728.4423828125,416.040537337131
2763,46506,,Lancaster National Soccer Center,Lancaster Nat. Soccer Ctr.,Restricted Access,140.151,140.12962441,"Lancaster, City of",City,City Agency,http://www.cityoflancasterca.org/index.aspx?page=23,"Lancaster, City of",Special Use,Regional Openspace,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,35,0,0,0,2,2,0,0,0,0,0,0,7,46,0,0,Local Park,34.66265051,-118.0754731,43000 30th St E,Lancaster,93535,,,No,6104022.0234375,14503.6971977381
2764,46508,,Circle Park,Circle Park,Open Access,4.60097658,4.60097658,Southern California Edison,Private,Utility,https://www.sce.com,"South Gate, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,Not Reported,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,Local Park,33.93855751,-118.16845516,10129 Garfield Ave,South Gate,90280,,,No,200417.739257813,2077.68198376343
