OBJECTID,area_pop,area_per1k,area_1k,park_reproject_meters_UNIT_ID,park_reproject_meters_LMS_ID,park_reproject_meters_PARK_NAME,park_reproject_meters_PARK_LBL,park_reproject_meters_ACCESS_TYP,park_reproject_meters_RPT_ACRES,park_reproject_meters_GIS_ACRES,park_reproject_meters_AGNCY_NAME,park_reproject_meters_AGNCY_LEV,park_reproject_meters_AGNCY_TYP,park_reproject_meters_AGNCY_WEB,park_reproject_meters_MNG_AGENCY,park_reproject_meters_COGP_TYP,park_reproject_meters_NDS_AN_TYP,park_reproject_meters_NEEDS_ANLZ,park_reproject_meters_TKIT_SUM,park_reproject_meters_AMEN_RPT,park_reproject_meters_PRKINF_CND,park_reproject_meters_AM_OPNSP,park_reproject_meters_AM_TRLS,park_reproject_meters_TRLS_MI,park_reproject_meters_TENIS,park_reproject_meters_BSKTB,park_reproject_meters_BASEB,park_reproject_meters_SOCCR,park_reproject_meters_MPFLD,park_reproject_meters_FITZN,park_reproject_meters_SK8PK,park_reproject_meters_PCNIC,park_reproject_meters_PLGND,park_reproject_meters_POOLS,park_reproject_meters_SPPAD,park_reproject_meters_DGPRK,park_reproject_meters_GYM,park_reproject_meters_COMCT,park_reproject_meters_SNRCT,park_reproject_meters_RSTRM,park_reproject_meters_TOTAL_GOOD,park_reproject_meters_TOTAL_FAIR,park_reproject_meters_TOTAL_POOR,park_reproject_meters_TYPE,park_reproject_meters_CENTER_LAT,park_reproject_meters_CENTER_LON,park_reproject_meters_ADDRESS,park_reproject_meters_CITY,park_reproject_meters_ZIP,park_reproject_meters_HOURS,park_reproject_meters_PHONES,park_reproject_meters_IS_COUNTY,park_reproject_meters_Shape__Are,park_reproject_meters_Shape__Len
"1742",669.514,0.790,7.898,"20587",,Kling Center Athletic Fields,Kling Ctr. Athletic Fields,Open Access,5.288000000000000,5.288142820000000,"La Mirada, City of",City,City Agency,http://www.cityoflamirada.org/index.aspx?page=58,"La Mirada, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0.000000000000000,"0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6",Local Park,33.913832030000002,-118.006101909999998,12900 Bluefield Ave,La Mirada,"90638",,,No,230350.581054687994765,2193.573433917740203
"2836",2823.435,0.202,2.017,"46584","77322",Orchard Dale Elementary School,Orchard Dale Elementary School,Restricted Access,5.695000000000000,5.695112860000000,East Whittier City School District,Special District,School District,http://ewcsd.org/,"Whittier, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0.000000000000000,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",Local Park,33.936205549999997,-118.008033380000001,10625 Cole Rd,Whittier,"90604",,,No,248078.124023437994765,2151.742584756969791
"2820",2387.511,0.504,5.042,"46567","77315",Granada Middle School,Granada Middle School,Restricted Access,12.037000000000001,12.037606750000000,East Whittier City School District,Special District,School District,http://ewcsd.org/,"Whittier, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.925875890000000,-118.003134220000007,15337 Lemon Dr,Whittier,"90604",,,No,524356.051757812965661,2897.506808593519963
"1042",1517.590,0.288,2.880,"6984",,Monrovia Library Park,Monrovia Library Park,Open Access,4.371000000000002,4.370362610000000,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","3","0","0",Local Park,34.148606919999999,-118.002090289999998,321 S Myrtle Ave,Monrovia,"91016",,,No,190372.231445312994765,3028.431280713260094
"1881",6349.412,0.084,0.835,"25065","3000022",Bill Blevins Park,Bill Blevins Park,Open Access,5.302000000000000,5.301910400000000,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","3","0",Local Park,33.973163020000001,-117.880063539999995,19500 E. Windrose Dr.,Rowland Heights,"91748","March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:",General: (626) 333-1369,Yes,230950.292968750000000,1956.487094538169913
"882",4009.385,0.398,3.978,"6758","23302",Creek Park,Creek Park,Open Access,15.948000000000000,15.949055449999999,"La Mirada, City of",City,City Agency,http://www.cityoflamirada.org/index.aspx?page=58,"La Mirada, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Poor,Present - Poor,1.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",Local Park,33.920900650000000,-117.998104240000004,15101-,La Mirada,"90638",,,No,694738.071289062965661,6411.736832249570398
"2904",1679.295,0.907,9.071,"100009",,Benton Athletic Facility,Benton Athletic Facility,Open Access,15.230000000000000,15.233287349999999,,,,,,Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7",Local Park,33.914362099999998,-117.996159680000005,,La Mirada,"90638",,,No,663559.343750000000000,4295.942580455790448
"199",1039.732,3.954,39.535,"5006",,Big Rock Wash TaxDef,Big Rock Wash TaxDef,Unknown Access,41.112000000000002,41.105813159999997,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.592849680000000,-117.882922089999994,11550 E Ave O,Palmdale,"93591",,,No,1790562.060546879889444,5355.883995953459817
"2697",956.890,0.035,0.352,"46437",,Lemon Trail,Lemon Trail,Open Access,0.337000000000000,0.337255710000000,"Bradbury, City of",City,City Agency,http://cityofbradbury.org/,"Bradbury, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.145254620000003,-117.974712940000003,E Lemon Ave,Duarte,"91008",,,No,14690.798828125000000,2462.044011665480411
"1734",642.502,0.051,0.511,"20572",,Third Street Park,Third Street Park,Open Access,0.328000000000000,0.328386140000000,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0",Local Park,34.140646930000003,-117.970487689999999,3rd St,Duarte,"91010",,,No,14304.444335937500000,478.712756560548996
"1043",1949.778,0.063,0.627,"6985","23545",Julian Fisher Park,Julian Fisher Park,Open Access,1.222000000000000,1.222062130000000,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","3","0","0","1","0","0","1","1","0","0","0","0","0","0","0","2","4","0",Local Park,34.141826940000001,-117.995439379999993,Monrovia,Monrovia,"91016",,,No,53232.814453125000000,923.553051511713079
"2814",3225.957,0.125,1.247,"46561",,Scott Avenue School,Scott Avenue Elementary School,Restricted Access,4.022000000000000,4.022478990000000,East Whittier City School District,Special District,School District,http://ewcsd.org/,"Whittier, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0.000000000000000,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",Local Park,33.926340650000000,-118.001575189999997,11701 Scott Ave,Whittier,"90604",,,No,175218.484375000000000,1825.453429672060111
"2832",3375.375,0.156,1.562,"46580","77324",Leffingwell Elementary School,Leffingwell Elementary School,Restricted Access,5.270000000000000,5.270703710000000,East Whittier City School District,Special District,School District,http://ewcsd.org/,"Whittier, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0.000000000000000,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",Local Park,33.938661179999997,-117.995563110000006,10625 Santa Gertrudes Ave,Whittier,"90603",,,No,229590.934570312994765,1992.210907632359977
"736",2986.647,10.719,107.189,"6520",,Arroyo San Miguel Open Space,Arroyo San Miguel OS,Open Access,320.124000000000024,320.134602869999981,"Whittier, City of",City,City Agency,http://www.cityofwhittier.org/depts/prcs/default.asp,Mountains Recreation and Conservation Authority,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.969991710000002,-117.985397919999997,,Whittier,"90605",,,No,13945007.514648400247097,23151.011326345698762
"740",6402.211,0.062,0.617,"6524","23319",Leffingwell Ranch Park,Leffingwell Ranch Park,Open Access,3.949000000000000,3.949158420000000,"Whittier, City of",City,City Agency,http://www.cityofwhittier.org/depts/prcs/default.asp,"Whittier, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Not Reported,0.000000000000000,"4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","6","0","0",Local Park,33.939648560000002,-117.994475789999996,16200 Las Cumbres Dr,Whittier,"90603",,,No,172024.649414062994765,2240.601074170349875
"725",1911.697,3.241,32.414,"6507",,Hacienda Hills Open Space,Hacienda Hills OS,Unknown Access,61.963999999999999,61.964824340000000,Puente Hills Habitat Preservation Authority (Habitat Authority),Special District,Special District,http://www.habitatauthority.org,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.004316080000002,-117.999482520000001,2401 S Hacienda Blvd,Hacienda Heights,"91745",,,No,2699176.949218750465661,10372.078227961299490
"2740",2366.748,0.013,0.135,"46482",,Evergreen Plaza Park,Evergreen Plaza Park,Open Access,0.319000000000000,0.318850000000000,Metro Gold Line Foothill Extension Construction Authority,Special District,Transportation Agency,http://www.foothillgoldline.org/about-us/construction-authority/,"Monrovia, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.134820249999997,-117.994712530000001,E Evergreen Ave,Monrovia,"91016",,,No,13889.050781250000000,563.631183656092048
"2815",1217.253,1.849,18.490,"46562","47983",La Serna High School,La Serna High School,Restricted Access,22.506000000000000,22.506758880000000,Whittier Union High School District,Special District,School District,http://www.wuhsd.org/site/default.aspx?PageID=1,"Whittier, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Not Reported,0.000000000000000,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0",Local Park,33.956510190000003,-117.995981189999995,15301 Youngwood Dr,Whittier,"90605",,,No,980390.494140625116415,4030.487395578290034
"1878",4124.304,0.079,0.791,"25055","3000119",Pamela County Park,Pamela Park,Open Access,3.046000000000000,3.261909890000000,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park < 5 Acres,Yes,Yes,Yes,Good,Good,None,0.000000000000000,"0","1","0","0","0","0","1","2","1","0","0","0","1","1","0","1","5","3","0",Local Park,34.123382829999997,-117.993849479999994,2236 Goodall Ave.,Duarte,"91010","Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<","General: (626) 357-1619; Reservations: (888) 239-6700",Yes,142055.815429687994765,1542.731437008450030
"2356",817.554,9.679,96.786,"45952",,Canyon Park (City of Monrovia),Canyon Park,Open Access,79.132000000000005,79.127597420000001,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,34.176065000000001,-117.988253040000004,1200 N Canyon Blvd,Monrovia,"91016",,,No,3446784.356445310171694,7934.083622057360117
"1732",4035.496,0.113,1.130,"20570","23296",Walnut Creek Nature Park,Walnut Creek Nature Park,Open Access,4.560000000000000,4.559561270000000,"Baldwin Park, City of",City,City Agency,http://www.baldwinpark.com/,"Baldwin Park, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","3","0",Local Park,34.062966780000004,-117.994706640000004,701 Frazier Avenue,Baldwin Park,"91706",<Null>,,No,198613.699218750000000,2183.818996409700048
"2968",1041.318,0.560,5.602,"45859","3001548",Orange Grove Park,Orange Grove Park,Open Access,5.420000000000000,5.832985810000000,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Good,0.000000000000000,"0","0","0","0","1","1","0","3","3","0","0","0","0","0","0","1","9","0","0",Local Park,34.012048989999997,-117.996954020000004,14505 Orange Grove Ave.,Hacienda Heights,"91745","March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br","General: (626) 333-1369; Reservations: (888) 239-6700",Yes,254083.850585937994765,2086.540797001549890
"1737",2251.742,0.038,0.383,"20575",,Rotary Park,Rotary Park,Open Access,0.861000000000000,0.861420220000000,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0",Local Park,34.147745520000001,-117.995356310000005,331 S California Ave,Monrovia,"91016",,,No,37523.315429687500000,777.505014638522994
"723",1775.663,1.572,15.720,"6496",,Peter F Schabarum Regional County Park,Powder Canyon OS,Open Access,27.913000000000000,27.914011349999999,Native Habitat Preservation Authority,Special District,Special District - Other,http://www.habitatauthority.org/,Native Habitat Preservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Fair,2.000000000000000,"0","0","0","2","0","1","0","7","3","0","0","0","0","0","0","9","4","9","9",Regional Open Space,33.953316670000000,-117.923838910000001,17250 Colima Rd,La Habra,"90631",,,No,1215929.477539059938863,6434.353576188899751
"890",3503.071,0.762,7.621,"6769","23291",Behringer Park,Behringer Park,Restricted Access,26.693999999999999,26.695708430000000,"La Mirada, City of",City,City Agency,http://www.cityoflamirada.org/index.aspx?page=58,"La Mirada, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0.000000000000000,"0","0","10","8","8","0","0","0","0","0","0","0","0","0","0","2","0","0","28",Local Park,33.902451829999997,-117.987304399999999,15900 Alicante Rd,La Mirada,"90638",,,No,1162860.402343750000000,6658.234182650539879
"206",8235.117,0.147,1.471,"5089","3000098",Manzanita Park,Manzanita Park,Open Access,12.116000000000000,12.116257060000001,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Not Reported,0.000000000000000,"0","2","2","0","1","0","0","3","2","0","0","0","0","1","0","1","3","8","1",Local Park,34.003056080000000,-117.974287619999998,1747 S. Kwis Ave.,Hacienda Heights,"91745","Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<","General: (626) 333-6246; Reservations: (888) 239-6700",Yes,527782.047851562965661,2940.184780130990021
"1743",7798.669,0.047,0.469,"20588",,Anna J Martin Park,Anna J Martin Park,Open Access,3.654000000000000,3.654721300000000,"La Mirada, City of",City,City Agency,http://www.cityoflamirada.org/index.aspx?page=58,"La Mirada, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.500000000000000,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",Local Park,33.912490079999998,-117.986747890000004,13300 Avd San Martin,La Mirada,"90638",,,No,159199.027343750000000,4718.899121633109644
"1041",1725.493,0.240,2.401,"6983","23290",Grand Avenue Park,Grand Avenue Park,Open Access,4.144000000000000,4.143749230000000,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0",Local Park,34.159431310000002,-117.991787549999998,Monrovia,Monrovia,"91016",,,No,180500.998046875000000,4042.227735283040147
"2707",957.325,0.042,0.422,"46447",,The Little Park of Irwindale,Little Park of Irwindale,Open Access,0.404000000000000,0.404291040000000,"Irwindale, City of",City,City Agency,http://www.ci.irwindale.ca.us/,"Irwindale, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0",Local Park,34.120356520000001,-117.988020309999996,Duarte,Duarte,"91010",,,No,17610.843750000000000,601.822002538320021
"1044",2695.934,0.698,6.980,"6986","23567",Recreation Park (City of Monrovia),Rec. Park,Open Access,18.820000000000000,18.818939000000000,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0.000000000000000,"4","1","1","1","1","0","1","2","1","0","0","0","1","1","0","1","13","2","0",Local Park,34.145859809999997,-117.988384609999997,119 W Palm Ave,Monrovia,"91016",,,No,819749.706054687965661,3908.203381651040218
"2915",2375.429,0.343,3.425,"24531","3000016",Avocado Heights Park,Avocado Heights Park,Open Access,8.136720929999999,8.136720929999999,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Good,None,0.000000000000000,"0","1","1","0","1","1","0","1","2","0","0","0","0","0","0","1","1","6","0",Local Park,34.035759339999998,-117.988112909999998,14105 Don Julian Rd.,La Puente,"91746","March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br","General: (626) 333-6162; Reservations: (888) 239-6700",Yes,354434.148437499941792,3036.290237592169888
"93",7151.734,0.137,1.369,"2142","3000017",Bassett Park,Bassett Park,Open Access,9.787000000000001,9.787420080000000,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0.000000000000000,"0","0","0","2","0","1","1","2","3","0","1","0","1","2","0","2","2","10","3",Local Park,34.051538809999997,-117.986822840000002,510 N. Vineland Ave.,La Puente,"91746","Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday
<p>
Senior Nutrition Hours<b>
Monday - Friday<b>
11:00am to 1:00pm<b>
Opening October 1st
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<b>
10:30am","General: (626) 333-0959; Reservations: (888) 239-6700",Yes,426338.308593750000000,2841.798604812369831
"1735",2048.566,0.033,0.331,"20573",,Lena Valenzuala Park,Lena Valenzuala Park,Open Access,0.679000000000000,0.678568430000000,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0",Local Park,34.124982430000003,-117.988925760000001,,Duarte,"91010",,,No,29558.321289062500000,695.777945905662136
"249",33849.944,0.024,0.238,"5514","23277",Morgan Park,Morgan Park,Open Access,8.055000000000000,8.054886359999999,"Baldwin Park, City of",City,City Agency,http://www.baldwinpark.com/,"Baldwin Park, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0.000000000000000,"0","2","0","0","2","1","0","3","2","1","1","0","1","1","1","1","0","14","2",Local Park,34.086902520000002,-117.963665059999997,4100 Baldwin Park Blvd,Baldwin Park,"91706",<Null>,,No,350869.454101563023869,2431.928774846489887
"188",1239.834,0.403,4.033,"4789","3000095",Los Robles Park,Los Robles County Park,Open Access,5.001000000000000,5.000785060000000,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Not Reported,0.000000000000000,"0","2","0","0","0","0","0","0","2","0","1","0","0","0","0","2","2","3","0",Local Park,34.009573500000002,-117.985953589999994,14906 E. Los Robles Ave.,Hacienda Heights,"91745","Operating Hours<br>
	6:30am to 9:00pm<br>
	Monday – Sunday
	<p>
	Staff and Programming Hours<br>
	Monday - Friday<br>
	10:30am to 9:00pm<br>
	Saturday<br>
	8:30am to 5:00pm<br>
	No Staff on Sunday
	<p>
	Restroom Hours<br>
	Monday - Sunday<b",General: (626) 333-1369,Yes,217833.326171874970896,1981.498259650930095
"1733",2500.312,0.040,0.402,"20571",,Moore Park,Moore Park,Open Access,1.006000000000000,1.005557820000000,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0",Local Park,34.131841739999999,-117.981521790000002,Duarte,Duarte,"91010",,,No,43801.922851562492724,824.134596318296985
"1683",1737.779,0.170,1.695,"18810",,Duarte Park,Duarte Park,Open Access,2.946000000000000,2.945937250000000,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","5","0",Local Park,34.137159689999997,-117.976473330000005,1401 Central Ave,Duarte,"91010",,,No,128324.511718750000000,1648.908911245830041
"2833",4902.870,0.061,0.614,"46581","77320",Murphy Ranch Elementary School,Murphy Ranch Elementary School,Restricted Access,3.011000000000000,3.011246660000000,East Whittier City School District,Special District,School District,http://ewcsd.org/,"Whittier, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0.000000000000000,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",Local Park,33.947813089999997,-117.986980560000006,16021 Janine Dr,Whittier,"90603",,,No,131169.378906250000000,1406.353207092289949
"1731",21735.999,0.006,0.063,"20568",,Syhre Park,Syhre,Open Access,1.366000000000000,1.365787050000000,"Baldwin Park, City of",City,City Agency,http://www.baldwinpark.com/,"Baldwin Park, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,None,None,0.000000000000000,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0",Local Park,34.063533569999997,-117.977923890000000,1209 Vineland Avenue,La Puente,"91746",<Null>,,No,59493.445312500000000,1108.212506637489923
"1632",2096.117,0.206,2.058,"16910",,Beardslee Park,Beardslee Park,Open Access,4.315000000000002,4.314843620000002,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","4","0",Local Park,34.127339050000003,-117.978559890000000,Duarte,Duarte,"91010",,,No,187953.833984375000000,2027.091794323720023
"62",2630.640,0.411,4.109,"1321",,Hacienda Park (City of La Habra Heights),Hacienda Park,Open Access,10.808999999999999,10.809543850000001,"La Habra Heights, City of",City,City Agency,http://www.la-habra-heights.org/,"La Habra Heights, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Poor,0.400000000000000,"0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","3","0","0",Local Park,33.957013869999997,-117.958789670000002,La Habra Heights,La Habra,"90631",,,No,470861.844726563023869,3009.140292609679818
"2281",5498.779,0.132,1.316,"45846","3001563",Hacienda Heights Community and Rec Center,Hacienda Heights Park & Community Ctr.,Open Access,7.238317190000000,7.238317190000000,Hacienda La Puente Unified School District,Special District,School District,https://www.hlpschools.org/,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Not Reported,0.000000000000000,"0","3","0","0","0","2","0","0","1","0","0","0","0","1","0","1","7","1","0",Local Park,34.013026889999999,-117.978249329999997,1234 Valencia Ave.,Hacienda Heights,"91745","Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<",General: (626) 333-3250,Yes,315299.833007813023869,2495.806489967500511
"2655",6001.669,0.605,6.047,"46389",,Arroyo San Miguel Open Space,Arroyo San Miguel OS,Open Access,36.290999999999997,36.292417880000002,Puente Hills Habitat Preservation Authority (Habitat Authority),Special District,Special District,http://www.habitatauthority.org,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0.000000000000000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",Regional Open Space,33.972695680000001,-117.970680700000003,,La Habra,"90631",,,No,1580891.396484379889444,11322.311444999999367
